Date,Price,Open,High,Low,Change %
2021-04-21,2363.75,2363.75,2363.75,2363.75,0.15%
2021-04-22,2373.11,2373.11,2373.11,2373.11,0.40%
2021-04-23,2370.44,2370.44,2370.44,2370.44,-0.11%
2021-04-26,2381.97,2381.97,2381.97,2381.97,0.49%
2021-04-27,2381.37,2381.37,2381.37,2381.37,-0.02%
2021-04-28,2387.27,2387.27,2387.27,2387.27,0.25%
2021-04-29,2386.66,2386.66,2386.66,2386.66,-0.03%
2021-04-30,2386.61,2386.61,2386.61,2386.61,-0.00%
2021-05-03,2398.0,2398.0,2398.0,2398.0,0.48%
2021-05-04,2388.79,2388.79,2388.79,2388.79,-0.38%
2021-05-05,2413.05,2413.05,2413.05,2413.05,1.02%
2021-05-06,2424.77,2424.77,2424.77,2424.77,0.49%
2021-05-07,2433.17,2433.17,2433.17,2433.17,0.35%
2021-05-10,2452.46,2452.46,2452.46,2452.46,0.79%
2021-05-11,2431.87,2431.87,2431.87,2431.87,-0.84%
2021-05-12,2439.7,2439.7,2439.7,2439.7,0.32%
2021-05-13,2435.76,2435.76,2435.76,2435.76,-0.16%
2021-05-14,2458.76,2458.76,2458.76,2458.76,0.94%
2021-05-17,2463.73,2463.73,2463.73,2463.73,0.20%
2021-05-18,2465.93,2465.93,2465.93,2465.93,0.09%
2021-05-19,2441.89,2441.89,2441.89,2441.89,-0.98%
2021-05-20,2450.43,2450.43,2450.43,2450.43,0.35%
2021-05-21,2450.95,2450.95,2450.95,2450.95,0.02%
2021-05-25,2445.76,2445.77,2445.77,2445.77,-0.21%
2021-05-26,2445.37,2445.37,2445.37,2445.37,-0.02%
2021-05-27,2463.02,2463.02,2463.02,2463.02,0.72%
2021-05-28,2469.66,2469.66,2469.66,2469.66,0.27%
2021-05-31,2465.95,2465.95,2465.95,2465.95,-0.15%
2021-06-01,2484.75,2484.75,2484.75,2484.75,0.76%
2021-06-02,2489.14,2489.14,2489.14,2489.14,0.18%
2021-06-03,2491.43,2491.43,2491.43,2491.43,0.09%
2021-06-04,2489.07,2489.07,2489.07,2489.07,-0.09%
2021-06-07,2502.11,2502.11,2502.11,2502.11,0.52%
2021-06-08,2499.91,2499.91,2499.91,2499.91,-0.09%
